browser,city,country,device,element_id,event_id,event_type,ip_address,page,product_id,quantity,search_query,session_id,timestamp,user_id
Chrome,Walkerview,ML,tablet,,6824b303-e47f-4939-b5a8-9be6c7c56b2d,login,141.190.19.38,settings,,,,87e5b57a-a1e,2026-01-19T17:44:42.949105Z,3a0a05f1
Firefox,Elliottfort,BJ,tablet,,b71a7fab-ad82-4e8c-a06e-d034e911714f,page_view,188.65.141.104,profile,,,,fdb91546-318,2026-01-19T17:44:42.953584Z,d8d1d78e
Edge,Lake Taylor,VN,tablet,,d46a3680-7cea-4914-80cd-1142b930970e,login,196.14.90.203,profile,,,,3f38a96e-bb6,2026-01-19T17:44:42.956872Z,f7500bb7
Edge,Port Herbertshire,SV,desktop,,5daf0311-e1b6-495d-bf6b-20316ace3820,search,73.87.14.236,cart,,,everything,bf731030-257,2026-01-19T17:44:42.959491Z,d19799af
Edge,Robinsonshire,TZ,mobile,,4c3566e4-a041-447c-b4b4-73eb285b60e7,add_to_cart,160.205.9.30,home,PROD_2720,4,,45ad6497-821,2026-01-19T17:44:42.963086Z,3b9a5a4b
Firefox,Woodmouth,RO,desktop,,bff9be35-aabe-4764-bfba-6293ba0c1548,add_to_cart,56.16.235.5,products,PROD_2856,2,,2702675d-a62,2026-01-19T17:44:42.967929Z,492d0ce1
Edge,North Carrieshire,PL,tablet,,79655518-819c-4ea3-a550-bdecf3ad1b06,login,40.137.28.93,checkout,,,,c92a860f-ebd,2026-01-19T17:44:43.005894Z,7c2549ac
Edge,Fullerhaven,LI,mobile,,2e2fc330-4713-4116-ade3-98be68cd4404,remove_from_cart,37.155.3.199,checkout,PROD_1731,2,,0e902e06-1e6,2026-01-19T17:44:43.038596Z,26492592
Chrome,Lake Lee,NE,desktop,,1fdf847c-6a7e-4d78-9bcd-77df22f24a57,add_to_cart,49.103.93.176,settings,PROD_1046,3,,a7e46cfb-713,2026-01-19T17:44:43.048379Z,e623cea3
Firefox,North Shannonport,BJ,mobile,,d54fc65c-c93e-40d3-a3f4-9f9ffdfc4140,page_view,202.93.140.111,profile,,,,7f78cb25-fe3,2026-01-19T17:44:43.053157Z,f654d6c0
Safari,Connormouth,HU,desktop,btn_piece_9,18be1279-0672-450d-b531-07439d8c9d12,click,42.199.156.186,product_detail,,,,90e22d96-32e,2026-01-19T17:44:43.055499Z,930408ef
Firefox,North Allisonmouth,GT,desktop,,a7e07de2-3d10-4fe9-8956-95fc827588f9,remove_from_cart,135.79.122.173,products,PROD_2016,3,,3bb0e8ea-863,2026-01-19T17:44:43.069588Z,6af36781
Safari,Danielside,MY,desktop,btn_without_15,0c1e5072-5253-4866-b2f4-552279daa102,click,41.219.240.7,product_detail,,,,cd815cd7-808,2026-01-19T17:44:43.081332Z,2498d135
Safari,Kennedyside,BR,tablet,,4d356bf7-366d-4b0b-82cb-9a3747a65d7b,remove_from_cart,125.124.225.2,profile,PROD_1087,1,,9ec5a986-a4d,2026-01-19T17:44:43.097825Z,a28fd0df
Firefox,Kristinton,TN,mobile,,a3fce7bb-fc40-4c37-b14a-426cbb8390b6,remove_from_cart,43.64.114.106,products,PROD_1874,1,,e6b89f7b-b18,2026-01-19T17:44:43.099782Z,a573fead
Firefox,New Jennifermouth,LC,tablet,,28ccd25d-8f23-4b9f-8e75-891f71b668af,add_to_cart,144.243.149.240,help,PROD_2515,4,,25654230-fe3,2026-01-19T17:44:43.125928Z,f3d8cfa5
Safari,Shannonstad,TD,mobile,,da78dfef-17f2-4bce-889b-41685740b5e0,page_view,179.227.129.205,settings,,,,e82311c3-038,2026-01-19T17:44:43.127667Z,44a2592b
Firefox,North Tonya,KN,tablet,,61e3612f-ffb3-4235-87e7-079c151d04e1,remove_from_cart,141.146.78.139,product_detail,PROD_1955,5,,e65d2b6e-32a,2026-01-19T17:44:43.146601Z,0c7574e4
Safari,Carpenterport,PW,mobile,,b6cb8cac-9ee0-4779-b911-91d289a7b69c,remove_from_cart,155.175.179.141,products,PROD_1337,3,,137a4407-c9a,2026-01-19T17:44:43.160429Z,1b07af9d
Safari,East Nicholasfort,TO,mobile,btn_difference_29,fc59dc2c-04d4-4d5f-94da-573e08f71d4a,click,211.94.195.104,product_detail,,,,ad6d3c34-d78,2026-01-19T17:44:43.191231Z,a0ff5068
Safari,Lisachester,CY,tablet,,b6715886-b88d-4285-a96c-7ac23cd6447a,logout,20.170.55.154,settings,,,,15b57742-c14,2026-01-19T17:44:43.206181Z,e568bd36
Firefox,Robertview,NG,tablet,,4905dad0-b168-4bb4-abe9-8b99868f5732,page_view,59.207.217.76,settings,,,,f6ff3a3e-d75,2026-01-19T17:44:43.238650Z,882df481
Edge,Derekview,BJ,tablet,,41f9741d-6bd0-4a0a-a8f8-e9c9c068575d,page_view,199.130.7.76,cart,,,,0001fb30-95b,2026-01-19T17:44:43.257972Z,3ada6037
Edge,New Robertchester,BO,tablet,,e2ed684b-1cdd-4b4f-9ca3-7c1f87f86bbc,add_to_cart,122.176.102.122,products,PROD_2230,4,,0a52e968-5c5,2026-01-19T17:44:43.264271Z,0f5e080a
Safari,Morrisside,LY,desktop,,3bcc5027-2bde-484d-8a5c-0f6cf0e5b19b,page_view,29.32.61.68,home,,,,a5a6fb1b-5eb,2026-01-19T17:44:43.295345Z,cc39a9cd
Firefox,East Kimport,MV,desktop,,5b22d204-eaad-47bf-be09-74dd28f14e72,search,110.103.45.135,products,,,now,c80c5159-948,2026-01-19T17:44:43.317354Z,efcddef0
Firefox,Stevenstad,SR,desktop,,b1173552-5d43-42dc-9eeb-aaa6bfb3c8cc,page_view,103.223.72.124,cart,,,,5b40bcca-742,2026-01-19T17:44:43.374909Z,a0ff5068
Edge,Danielchester,LC,tablet,,1e49111f-84b0-4f97-948a-4b9b468b36c1,page_view,56.1.12.252,product_detail,,,,292e4ede-50b,2026-01-19T17:44:43.380894Z,b9710d63
Firefox,Port William,AT,mobile,,75265e59-6fbf-4094-a171-61a37b80e986,add_to_cart,55.108.68.161,help,PROD_1326,2,,ab1856c6-19a,2026-01-19T17:44:43.390744Z,953ba61b
Firefox,South Shannonborough,SV,tablet,,4449a2a6-a3dc-49da-8881-f141f4e02be1,page_view,68.157.202.22,checkout,,,,2919a0a4-2ce,2026-01-19T17:44:43.392885Z,3a0a05f1
Firefox,North Gabrielleview,DZ,mobile,,bee4602d-4a24-4f06-b07a-9b90d411dacd,search,140.7.6.214,product_detail,,,discussion,838a0098-99c,2026-01-19T17:44:43.395380Z,26492592
Edge,Deborahtown,CA,mobile,,b0579e09-8fc5-4621-bd3d-4e278843e287,page_view,220.115.109.200,home,,,,8873ea47-0d1,2026-01-19T17:44:43.397290Z,0173caf3
Edge,Patricktown,IL,desktop,,0cf75dce-5941-4715-b510-a345c4f45ab3,logout,69.100.132.91,product_detail,,,,4ba25d27-92b,2026-01-19T17:44:43.410917Z,1e30ba4b
Chrome,Ronaldburgh,PA,desktop,,a18666da-a035-4061-acd6-56d752af5498,search,173.231.98.198,checkout,,,too,8cd73785-6d1,2026-01-19T17:44:43.416735Z,3604b0c3
Edge,Port Janicebury,KN,tablet,,221a4b76-f8ef-4b4d-b687-12d7152a3cad,page_view,126.77.178.215,cart,,,,18a0271d-223,2026-01-19T17:44:43.467014Z,15e33c97
Edge,South Larry,PY,mobile,,f58bb4dd-8034-4f13-bc44-e658be1ecc30,login,165.155.57.240,settings,,,,147c0925-cd4,2026-01-19T17:44:43.473145Z,8d927670
Firefox,East Russell,GD,tablet,,9dd19f13-5b88-44bf-8050-48846f1aa135,add_to_cart,144.199.237.37,cart,PROD_2701,2,,d67f2f6d-ad8,2026-01-19T17:44:43.487815Z,f9dbc1ed
Edge,Maxwellview,KN,mobile,,6439a3c7-48b7-46eb-938d-874397b6f263,page_view,209.54.145.229,product_detail,,,,89e727fa-b90,2026-01-19T17:44:43.493720Z,2f34cca5
Edge,Russellview,HR,tablet,,2b0bf5df-bf1e-4abd-a07b-6faaa03333e9,page_view,182.18.134.65,home,,,,f70131c1-85c,2026-01-19T17:44:43.496578Z,49f2eae1
Firefox,South Josephstad,AU,mobile,,54716f14-33c1-4c72-a222-de45ae8affcc,add_to_cart,92.91.143.70,products,PROD_2828,1,,6e62f191-472,2026-01-19T17:44:43.501039Z,29046767
Edge,Collinschester,VC,mobile,,f16f9d2c-bc03-407a-9b09-244b7b552cd9,login,69.157.11.56,help,,,,d7fd1524-f54,2026-01-19T17:44:43.531828Z,515990b4
Edge,Lake Christopherberg,UA,desktop,,cfe9d19f-5718-4984-a8b4-a12dc319ad31,add_to_cart,200.244.102.76,product_detail,PROD_2738,5,,e3fd93df-77c,2026-01-19T17:44:43.540534Z,ec86ebc6
Safari,New Jameschester,BB,tablet,,de5d3fe9-10cc-41df-99ee-7de0100782a6,logout,174.214.160.140,product_detail,,,,c5b84020-9b9,2026-01-19T17:44:43.546445Z,6af36781
Edge,Lake Rachel,AR,desktop,,fe1de357-9785-45ad-8fbe-d6e050a73444,search,108.108.10.57,cart,,,thus,1daa6b5c-388,2026-01-19T17:44:43.549513Z,10081726
Firefox,Lake William,CA,mobile,,517f4c0d-f6c2-4524-80ec-61ebf39e2d73,login,47.59.206.6,products,,,,bef44bd9-38c,2026-01-19T17:44:43.602008Z,81e38838
Firefox,South Ashleymouth,SE,mobile,,28b9a5d5-2d88-45ed-bd5e-0e34e76c108a,page_view,5.28.142.63,settings,,,,c9973e80-91f,2026-01-19T17:44:43.631724Z,750b4f21
Firefox,East Chase,CG,mobile,,4a1d1af4-ea53-45bc-9c11-c0bbac68bef2,page_view,131.205.169.61,checkout,,,,a643079a-cae,2026-01-19T17:44:43.639023Z,0173caf3
Safari,North Rebecca,BI,tablet,,4a267393-54e1-4848-905e-2aa80a2c2a6e,page_view,50.107.85.51,cart,,,,5ba692be-734,2026-01-19T17:44:43.655877Z,1f0b709c
Edge,Mitchellchester,LV,desktop,,33e3f679-2fbe-4088-90dc-49f9e36ceacf,search,94.7.1.56,home,,,black,d201db6a-bc2,2026-01-19T17:44:43.662829Z,c66ceda3
Firefox,Kingberg,LV,tablet,,6239e821-b2ea-4d78-abed-da0dae4fa1e3,login,209.198.45.156,settings,,,,85673d01-bff,2026-01-19T17:44:43.696929Z,0e5a4669
Firefox,North Allison,TN,tablet,,98aea03f-f008-4d5e-97c2-1dc53f87731d,remove_from_cart,211.1.109.176,home,PROD_1648,5,,bb6b7fb5-c62,2026-01-19T17:44:43.700881Z,46e153c8
Safari,Normaton,NI,desktop,,dfc94834-68e9-474c-ac60-1eb5c8cbaf31,page_view,101.233.137.79,profile,,,,928f1481-488,2026-01-19T17:44:43.761015Z,c1499f55
Chrome,Johnathanview,BH,tablet,,4e49f038-7c11-44ba-822b-28cd553870a5,add_to_cart,132.100.91.228,cart,PROD_1050,5,,f48b677f-b43,2026-01-19T17:44:43.767608Z,1a3d1948
Firefox,Rivasport,MA,tablet,,b1496670-67b1-4697-92f3-f873f816d629,search,176.13.168.246,home,,,still,ea7d146c-fa4,2026-01-19T17:44:43.818546Z,0c7574e4
Edge,Sarahland,ET,mobile,,ec98a334-4949-4289-820d-b9528d28e6fa,remove_from_cart,52.34.98.166,products,PROD_1550,5,,04a8d87c-540,2026-01-19T17:44:43.823754Z,590d0ffd
Firefox,Alvaradoshire,KN,mobile,,e31c8548-4d62-42ec-916c-af67d1cd2c5c,page_view,171.56.9.229,help,,,,ef04843c-12f,2026-01-19T17:44:43.837519Z,ef733b0f
Firefox,North Pamela,BE,mobile,,420a0672-8a25-41ca-8865-52966bf26cf1,remove_from_cart,110.223.135.61,help,PROD_2289,3,,be34fd36-589,2026-01-19T17:44:43.842398Z,ac679f45
Edge,Brookeview,AE,tablet,,8683f470-42c7-47da-adbf-6902671651d9,add_to_cart,26.163.157.232,products,PROD_2894,2,,7e243f3f-0bc,2026-01-19T17:44:43.886870Z,66616ecb
Safari,East Vanessa,MC,desktop,,5367d57f-22ba-4553-b7ca-0fa830680c62,page_view,164.118.38.174,home,,,,f9062c71-235,2026-01-19T17:44:43.898216Z,cc038f41
Edge,South William,GW,tablet,,7e634b3b-e004-4308-b6e9-5d4ccf643101,add_to_cart,180.218.153.223,profile,PROD_1755,4,,40568cdc-e16,2026-01-19T17:44:43.901579Z,6af6cd56
Chrome,Brandonstad,BS,mobile,,169cc6e3-f96c-4f03-9fd6-dd848a5a3e1b,page_view,123.58.88.207,cart,,,,1b224b94-660,2026-01-19T17:44:43.907177Z,cc52175b
Edge,West Alisha,SI,mobile,,6d9aaed8-b6cd-4584-8595-f8147a95b645,add_to_cart,142.253.26.158,products,PROD_2706,2,,e29f6385-728,2026-01-19T17:44:43.936074Z,2defcbd5
Safari,Port Katherinehaven,SZ,tablet,,c6b5f3a4-35d3-42f3-a4f8-1f7b7d28418d,logout,17.91.108.57,cart,,,,d7f55fd7-643,2026-01-19T17:44:43.974353Z,6db10108
Chrome,Port Gary,RO,tablet,,9553df35-f39b-4ed2-953a-5d6e556750f3,add_to_cart,206.210.77.202,cart,PROD_2428,2,,a66f5af6-6a3,2026-01-19T17:44:44.056256Z,70deb236
Edge,South Robert,NE,tablet,,7b926f2a-1a4e-4413-94ba-9fad4be49246,logout,83.118.217.251,profile,,,,686d1aef-fe6,2026-01-19T17:44:44.059955Z,26492592
Safari,Port Brittanyside,KE,desktop,,8f5d1883-3741-4d33-ae1f-63c90b656f70,add_to_cart,162.181.180.124,profile,PROD_2275,2,,18e3d4c6-ce3,2026-01-19T17:44:44.071119Z,5d2d01b0
Safari,Churchfurt,BR,desktop,,80c6b4f5-9ed8-4f0e-85b0-e60405cbdd4b,page_view,207.123.171.131,products,,,,1f0542da-821,2026-01-19T17:44:44.101180Z,5df0641b
Chrome,Olsonmouth,GB,mobile,,ca6c9964-2b91-4571-9f2d-f7d5dcef816d,add_to_cart,176.227.247.181,profile,PROD_2462,4,,a49c6844-55d,2026-01-19T17:44:44.116647Z,cd472e24
Edge,Benjaminstad,SA,mobile,,ca224961-8702-4022-bbde-bfa01d87f684,remove_from_cart,36.5.53.143,home,PROD_2868,2,,4984dcc5-8d6,2026-01-19T17:44:44.142462Z,24bc8ded
Firefox,Laurenmouth,IQ,desktop,,f81ed18e-f991-4589-903a-a6ad30451082,page_view,120.161.193.215,settings,,,,3d1db0d9-dae,2026-01-19T17:44:44.149692Z,7fbc24ab
Edge,Vargasville,JO,mobile,,e77cc7a1-e580-4001-8bcd-24076dbbd682,search,17.252.94.228,home,,,ever,b40871ae-cc4,2026-01-19T17:44:44.152953Z,2f34cca5
Edge,Port Courtney,AF,tablet,btn_vote_63,4273a69f-4735-4a81-9bac-b8d99e4f8e46,click,77.84.213.4,cart,,,,dbae8d73-995,2026-01-19T17:44:44.191602Z,c970a3b2
Edge,Port Rebecca,JM,tablet,,f3412359-a67c-48cd-8d45-b9a0490813e9,login,153.113.143.95,profile,,,,4af2bad9-7c8,2026-01-19T17:44:44.223139Z,db1f55a2
Chrome,South Christopherton,NE,desktop,,910d1472-87c1-4023-b101-f3e36a4afb36,login,141.248.209.119,home,,,,849da0af-b2a,2026-01-19T17:44:44.226244Z,4422b9f7
Safari,South Tylerfort,DM,desktop,,0f93757d-828b-455e-9948-6fd0922051df,add_to_cart,209.192.173.38,settings,PROD_1291,3,,e353592c-e84,2026-01-19T17:44:44.244138Z,26c55a95
Chrome,Brendaberg,ID,tablet,,8f583fcf-f740-4783-982a-f25d51400908,page_view,153.140.22.53,settings,,,,be333d53-f31,2026-01-19T17:44:44.261810Z,7dc50770
Edge,Fritzchester,NO,mobile,,09a62879-5da9-48c1-955c-8a5e99ee20ea,remove_from_cart,199.240.166.140,cart,PROD_2424,3,,13c9ec62-bee,2026-01-19T17:44:44.286297Z,9650b849
Chrome,Clarkside,BH,desktop,,cae84c0a-5f79-438c-8898-a1ac85bd042e,search,35.44.89.27,help,,,election,e30944a1-130,2026-01-19T17:44:44.290625Z,d19799af
Safari,Lake Tammyview,GN,mobile,,38af3a2f-e5ea-4237-bdc1-da991d750da4,add_to_cart,165.134.0.38,help,PROD_2032,4,,a377eb2c-822,2026-01-19T17:44:44.318370Z,0e5a4669
Safari,Garychester,NL,mobile,,6d5a94cd-ef06-490e-afea-04dd4f25bac2,add_to_cart,194.156.2.71,cart,PROD_2701,3,,b6eaef6b-efe,2026-01-19T17:44:44.367939Z,d686dc11
Chrome,Millershire,AM,desktop,,7c95a812-bdee-400b-a377-24ef08d45bea,remove_from_cart,86.213.210.159,home,PROD_1923,4,,14555445-3fb,2026-01-19T17:44:44.390187Z,5df0641b
Firefox,Hayesburgh,OM,desktop,,705e7c18-7abb-4b83-881b-48f895067dd8,search,188.135.80.99,product_detail,,,person,14b5f2a1-65e,2026-01-19T17:44:44.396148Z,3b2f8289
Edge,South Justin,IN,mobile,,f6b6b885-4d79-43e3-abfd-f14ddc824f28,remove_from_cart,102.116.94.22,home,PROD_1439,3,,434a4f75-da0,2026-01-19T17:44:44.401888Z,ec86ebc6
Firefox,Codyshire,RW,tablet,,f81849bb-bf1a-4455-872b-a4c5fb58fa71,search,3.104.94.140,product_detail,,,option,81c83370-58b,2026-01-19T17:44:44.408477Z,96a19db8
Edge,South Guyhaven,TH,mobile,,1874ace7-f936-4ba4-9208-4fbdbeed415b,search,19.126.118.206,product_detail,,,beautiful,d6fd5f69-5ae,2026-01-19T17:44:44.425526Z,cd472e24
Firefox,Frazierview,GM,tablet,,a30a4231-0047-4762-b34b-5476c6b5bcbc,add_to_cart,62.206.61.106,profile,PROD_2433,3,,959b012d-21d,2026-01-19T17:44:44.429054Z,1ecd59dc
Chrome,New Donald,GW,tablet,,f08cc168-e937-4c0a-ad89-7b51a306a205,add_to_cart,149.104.244.183,product_detail,PROD_2749,3,,e7b33da3-868,2026-01-19T17:44:44.468346Z,9c1df1f2
Safari,Port Donna,GD,mobile,,c4b7a6be-0980-4e23-a28e-d96054a6b619,search,25.57.132.232,cart,,,along,f1bf8ec1-8b9,2026-01-19T17:44:44.495033Z,2f34cca5
Edge,Pageshire,BO,mobile,,e56507bf-a759-427a-af98-ac97d97f785d,add_to_cart,34.7.212.29,checkout,PROD_1865,2,,0d7116b2-a36,2026-01-19T17:44:44.502736Z,abbc95fe
Edge,East Chad,FI,tablet,,890d3156-169d-476d-b743-37285dc6dfb4,remove_from_cart,133.242.43.82,checkout,PROD_1417,5,,97ae6e2a-d8b,2026-01-19T17:44:44.515354Z,63219e18
Edge,Davistown,KI,tablet,,4272f83b-c178-4c22-a575-31bde50cdc0b,login,100.130.10.250,checkout,,,,21135f88-f69,2026-01-19T17:44:44.524456Z,6244268a
Edge,Lake Kristine,LY,desktop,,f74d365b-ca11-4f93-996f-87975f940349,page_view,73.132.241.1,profile,,,,b3f1131d-e95,2026-01-19T17:44:44.556866Z,02f005a7
Firefox,East Alexanderberg,GA,desktop,,6bd27282-2eb5-4d1c-b37e-57c862dcadb1,remove_from_cart,8.179.27.83,profile,PROD_1725,3,,b2275347-451,2026-01-19T17:44:44.617257Z,090a8b48
Safari,Andersonfort,KW,tablet,,64c99e06-53fb-47ee-818f-94ffb388274e,add_to_cart,124.223.183.139,cart,PROD_2963,1,,3b09f433-953,2026-01-19T17:44:44.627985Z,2c023a4c
Chrome,Thomasfurt,MR,desktop,,eace9aca-f1df-4d2d-8154-c91b9ff714b8,remove_from_cart,3.210.159.97,settings,PROD_2411,2,,26377492-166,2026-01-19T17:44:44.633398Z,26cbbce9
Safari,Brandonchester,LB,desktop,,0c2bef76-17e5-4684-8a24-71406d493bdf,add_to_cart,95.45.113.100,settings,PROD_2606,5,,4e1d984c-fdb,2026-01-19T17:44:44.675450Z,70deb236
Chrome,Scottshire,BI,mobile,,1ee4fac8-a23d-464e-913a-7720dadb9219,add_to_cart,118.64.246.58,help,PROD_2034,2,,c63ac616-55a,2026-01-19T17:44:44.688873Z,50f2f576
Firefox,Josephport,BZ,desktop,,3e3afa77-56d9-4847-bc2f-81a15b46c20a,page_view,113.153.41.138,profile,,,,b03a3187-abc,2026-01-19T17:44:44.699727Z,642fa034
Firefox,West Brentfort,ET,mobile,,83be0e17-b6d9-4b1d-ac2a-90a15a6ffefa,page_view,123.23.159.24,product_detail,,,,c1cc52d2-99e,2026-01-19T17:44:44.710010Z,4422b9f7
Firefox,Diazburgh,FJ,tablet,,6e12c77f-101a-4a83-a599-dcb632b7c03e,logout,130.229.239.228,settings,,,,ba2d5ba1-fa1,2026-01-19T17:44:44.752908Z,50f2f576
Safari,Riveratown,GH,tablet,,1d02c65c-0c65-4aa8-a315-850610c0dcea,remove_from_cart,164.4.104.40,help,PROD_2025,3,,60784642-05c,2026-01-19T17:44:44.837348Z,a54c60b8
Edge,Riceton,BY,mobile,,87c7a565-34a2-4bfc-ba36-d75f09e7326b,remove_from_cart,158.153.60.74,product_detail,PROD_2188,1,,9f784cb6-e8a,2026-01-19T17:44:44.843492Z,0ab1bc16
Edge,Adamhaven,HU,mobile,,eed92835-27c4-4227-9f1f-49e77245e2c3,page_view,196.205.65.117,product_detail,,,,6febe78b-987,2026-01-19T17:44:44.872942Z,15e33c97
Safari,Huntville,UA,desktop,btn_use_80,5f644e96-613f-4993-8d89-f2b6118d906f,click,145.100.252.93,products,,,,e0b78bc2-e5c,2026-01-19T17:44:44.906165Z,f9dbc1ed
Firefox,Alecbury,AO,desktop,,9df2ff19-a3ec-4dc9-b2e6-bfe56f63bcfb,add_to_cart,145.247.100.83,profile,PROD_1795,5,,1323400b-fce,2026-01-19T17:44:44.962028Z,d0cd4cc3
Firefox,Port Jeffrey,SV,mobile,,520b180a-5384-4594-ac5e-a7dd8c4724c9,add_to_cart,17.92.158.156,products,PROD_1457,3,,a19d6b65-60c,2026-01-19T17:44:44.968031Z,8bd2c42f
Firefox,South Zachary,TL,tablet,,8dba001a-775d-4866-9327-d8fe41acece0,add_to_cart,195.8.254.151,profile,PROD_2696,3,,80a1dde3-b28,2026-01-19T17:44:45.042365Z,26c55a95
Firefox,East Matthew,GD,desktop,,479841c9-33a0-44d3-9fef-1f6c2fb93161,page_view,146.88.26.182,help,,,,8de4b257-441,2026-01-19T17:44:45.092473Z,c970a3b2
Firefox,Frankshire,EC,desktop,,12232960-6126-4dad-8d15-a7c7e9c03518,search,177.54.86.75,product_detail,,,himself,bee18f6e-fa4,2026-01-19T17:44:45.167501Z,1223c27c
Chrome,Kristinahaven,NZ,mobile,,a8e2c578-1997-4d78-a943-034f29ac5aa5,remove_from_cart,148.247.233.131,cart,PROD_2244,4,,f08468e8-71c,2026-01-19T17:44:45.274122Z,b8039113
Firefox,Adrianabury,FJ,tablet,,c688c25f-01db-4a4d-a909-76f079b99862,add_to_cart,197.204.151.124,product_detail,PROD_1034,2,,d6800570-8f6,2026-01-19T17:44:45.304380Z,c7df82da
Firefox,Leeshire,RS,desktop,,86149f35-d7fd-449e-94e1-165313bc8661,add_to_cart,111.13.125.164,cart,PROD_2076,2,,59facf04-ac3,2026-01-19T17:44:45.335690Z,4325b777
Edge,Port Sean,VU,mobile,btn_our_50,8e16113e-bcdb-4b76-8f1b-77932395eb49,click,205.243.76.26,checkout,,,,0dd4c1cb-171,2026-01-19T17:44:45.343907Z,25ab67fc
Edge,South Meghan,ZM,mobile,,27b72dcd-1849-418c-a4e7-2735f2ca2b17,add_to_cart,32.148.164.74,checkout,PROD_1677,4,,bcc20c1e-ea7,2026-01-19T17:44:45.365327Z,657f1ff1
Edge,Lake Julie,BF,tablet,btn_reach_73,6504688a-1cfd-43c0-ba78-0a51868cbbaa,click,118.119.209.39,settings,,,,3ef4a639-1c6,2026-01-19T17:44:45.372631Z,7c2549ac
Firefox,New Erikahaven,CA,mobile,,6d6906a9-dd2d-49be-b07f-7ff74f9c54b6,logout,80.94.20.3,products,,,,3650fab2-83d,2026-01-19T17:44:45.399621Z,9496cc50
Firefox,Davidburgh,MH,tablet,,98dfb579-4a3a-4888-8285-e2b76331fd07,page_view,11.160.74.125,checkout,,,,04d8ac7f-254,2026-01-19T17:44:45.408251Z,9dd37a16
Edge,Gutierreztown,JP,tablet,,cbf0a7fe-573c-402c-905c-0f2759d450c2,login,17.182.78.187,settings,,,,9d57e0a4-355,2026-01-19T17:44:45.416711Z,9f0ca0de
Chrome,Ochoafurt,GN,mobile,,ad800082-c688-4a0b-9b73-8504c198618d,page_view,144.229.131.237,products,,,,6740a492-284,2026-01-19T17:44:45.420528Z,ec3a7574
Firefox,Johnburgh,BA,mobile,,814042b9-8296-4487-858f-05f44050e146,remove_from_cart,1.170.116.215,checkout,PROD_2396,1,,fef8e3b0-61d,2026-01-19T17:44:45.423872Z,1a1a882f
Edge,East Johnmouth,RO,desktop,,3dc0f494-4676-4793-a41c-f75e1804470b,remove_from_cart,219.21.107.163,help,PROD_1896,2,,f2862a97-761,2026-01-19T17:44:45.431337Z,f2cf575f
Safari,Acostaburgh,PH,desktop,,2ea5a2c3-c087-4a3c-abc4-e281f863fa40,add_to_cart,128.218.165.241,products,PROD_1634,4,,ac31a1a2-009,2026-01-19T17:44:45.437435Z,d6e48bd0
Firefox,Lake Dominique,SG,tablet,,d3b6b667-9903-4919-bcde-b46a1d7c0e5f,add_to_cart,103.248.38.207,product_detail,PROD_2386,4,,9c2bd5dc-e4a,2026-01-19T17:44:45.440149Z,46e153c8
Edge,Rodriguezshire,SN,tablet,,4e57b214-6c2f-43c1-a87d-d3bca6935fa6,add_to_cart,150.200.111.238,profile,PROD_1425,3,,ec340824-cd8,2026-01-19T17:44:45.442536Z,f1192811
Edge,North Stephaniemouth,AZ,tablet,,17d419ca-e446-4331-abde-42739f50c59a,page_view,190.117.147.173,settings,,,,4e046664-bb1,2026-01-19T17:44:45.509376Z,659667be
Firefox,New Jeffrey,MA,mobile,,c2d344c2-fe5d-4436-9e4f-0fa906058256,add_to_cart,70.86.23.118,cart,PROD_2830,3,,8b514f24-4f8,2026-01-19T17:44:45.521786Z,c42ff08b
Safari,Samuelport,CG,desktop,,bf80b90f-303d-4c53-92e7-c5f158c0803a,add_to_cart,23.53.191.32,product_detail,PROD_1227,4,,d8070501-7dc,2026-01-19T17:44:45.558772Z,efcddef0
Safari,New Jason,ME,tablet,,e4ec8ea8-409a-4491-8e52-ce0615d4b8e1,add_to_cart,11.77.84.19,home,PROD_1181,5,,8a7cc215-4d9,2026-01-19T17:44:45.564740Z,63219e18
Safari,New Jamietown,MC,tablet,,2e843b1a-c6ea-457e-8aa4-8db4d103900a,remove_from_cart,51.176.240.227,products,PROD_2378,2,,d6864dae-b16,2026-01-19T17:44:45.576990Z,4182ae85
Chrome,North Amandafurt,TD,tablet,btn_year_81,749cd1b9-be50-4ff9-bad8-dc23ab59feb8,click,64.214.236.9,home,,,,0941140d-e15,2026-01-19T17:44:45.580030Z,1884bd2b
Edge,Wyattchester,LB,desktop,btn_western_16,e8dd67fb-2ed5-4cf1-9de7-3b929d53bdc3,click,200.15.59.158,checkout,,,,abe4a1d3-df7,2026-01-19T17:44:45.582967Z,0f9d73b2
Chrome,Jessicaburgh,CG,desktop,,a419651c-57e9-4b30-adc3-aa64d7ae421c,add_to_cart,63.80.110.139,help,PROD_2975,2,,9a96a5fa-c68,2026-01-19T17:44:45.585886Z,f63dc722
Chrome,North Nancyport,TD,desktop,,0b9b1833-748c-487a-9c09-cec3a75248d4,search,159.71.15.88,checkout,,,condition,03a549d7-43d,2026-01-19T17:44:45.593348Z,659667be
Safari,Port Shelby,BT,mobile,,fa588c2d-3c39-4373-bc68-4a8c5b4f69da,add_to_cart,107.92.241.10,settings,PROD_2110,2,,abe16cc5-c61,2026-01-19T17:44:45.605884Z,1ecd59dc
Safari,Whitechester,CA,desktop,btn_represent_1,1f4971c3-9f9c-4d6f-acfb-19e44487f4f6,click,2.130.102.22,profile,,,,3b7d5da9-140,2026-01-19T17:44:45.617450Z,d195d505
